Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,Total_Enrolled_Units,Total_Approved_Units,Grade_Improvement,Failure_Flag
Single,1st phase—general contingent,0.2857142857142857,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Service/Sales/Security,Skilled Industry Workers,Yes,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.5,0.375,0.5714285714285714,0.5138888888888888,0.0,0.0,0.5,0.4375,0.41666666666666663,0.7088709677419353,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Graduate,12.0,11.0,1.8666666666666654,0
Single,1st phase—general contingent,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,0.05882352941176472,No,0.0,0.75,0.5,0.6666666666666666,0.6056547619047619,0.0,0.0,0.75,0.5,0.5833333333333333,0.6134792626728108,0.0,0.5930232558139535,1.0,0.3117569352708058,Graduate,16.0,14.0,0.0,0
Single,1st phase—general contingent,0.5714285714285714,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Administrative Staff,Unskilled Workers,Yes,No,No,Yes,Female,No,0.11764705882352944,No,0.0,0.5,0.375,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,Dropout,12.0,0.0,-0.5250000000000004,1
Single,Short cycle diploma holders,0.2857142857142857,Tourism,Daytime,Professional higher technical course,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,0.23529411764705888,No,0.0,0.5,0.4375,0.5714285714285714,0.3303571428571428,0.0,0.0,0.5,0.5,0.41666666666666663,0.39919354838709664,0.0,0.15116279069767458,0.4888888888888888,1.0,Graduate,12.0,11.0,0.4285714285714288,0
Single,1st phase—general contingent,0.2857142857142857,Veterinary Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,Yes,0.05882352941176472,No,0.0,0.375,0.4375,0.38095238095238093,0.609375,0.0,0.0,0.375,0.3125,0.41666666666666663,0.4959677419354839,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Graduate,10.0,9.0,-1.25,0
Single,1st phase—general contingent,0.2857142857142857,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Technicians & Professionals,Yes,No,No,Yes,Female,No,0.17647058823529416,No,0.0,0.5,0.375,0.47619047619047616,0.6041666666666665,0.0,0.0,0.5,0.4375,0.0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,Dropout,12.0,5.0,-6.325,0
Single,3rd phase—general contingent,0.2857142857142857,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Service/Sales/Security,Machine Operators,Yes,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.5,0.625,0.09523809523809523,0.47916666666666674,0.0,0.0,0.5,0.875,0.16666666666666666,0.39919354838709664,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Enrolled,12.0,3.0,-1.0,0
Single,2nd phase—general contingent,0.5714285714285714,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Service/Sales/Security,Administrative Staff,Yes,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.625,0.5,0.6666666666666666,0.615234375,0.0,0.0,0.75,0.5,0.6666666666666666,0.7422580645161289,0.0,0.9186046511627907,0.7999999999999999,0.0,Graduate,15.0,15.0,1.2387499999999996,0
Single,1st phase—general contingent,0.2857142857142857,Equiniculture,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Technicians & Professionals,Service/Sales/Security,Yes,No,No,Yes,Female,No,0.17647058823529416,No,0.0,0.375,0.5,0.38095238095238093,0.53125,0.0,0.0,0.375,0.5,0.3333333333333333,0.5201612903225806,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Graduate,10.0,8.0,-0.25,0
Single,1st phase—general contingent,0.2857142857142857,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.625,0.4375,0.5714285714285714,0.4444444444444444,0.0,0.0,0.625,0.5,0.5,0.6411290322580644,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Enrolled,14.0,12.0,1.833333333333334,0
Single,1st phase—general contingent,0.8571428571428571,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Machine Operators,No,No,No,Yes,Female,Yes,0.23529411764705888,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate,4.0,0.0,-0.5250000000000004,1
Single,3rd phase—general contingent,1.0,Oral Hygiene,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,No,0.17647058823529416,No,0.0,0.625,0.875,0.6666666666666666,0.42057291666666674,0.0,0.0,0.75,0.5625,0.6666666666666666,0.4403225806451613,0.0,0.5930232558139535,1.0,0.3117569352708058,Enrolled,15.0,15.0,-0.01249999999999929,0
Single,1st phase—general contingent,1.0,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Legislative/Executive Officers,Legislative/Executive Officers,Yes,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.75,0.75,0.6666666666666666,0.5684523809523809,0.0,0.0,0.75,0.75,0.5833333333333333,0.5789170506912443,0.0,0.5930232558139535,1.0,0.3117569352708058,Graduate,16.0,14.0,0.0,0
Single,1st phase—general contingent,1.0,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,0.11764705882352944,No,0.0,0.5,0.5,0.5714285714285714,0.6223958333333333,0.0,0.0,0.5,0.4375,0.5,0.5236175115207374,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate,12.0,12.0,-1.0892857142857135,0
Single,1st phase—general contingent,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Technicians & Professionals,Skilled Industry Workers,No,No,No,Yes,Female,No,0.11764705882352944,No,0.0,0.625,0.5,0.5714285714285714,0.6142361111111112,0.0,0.0,0.75,0.5625,0.5833333333333333,0.7005760368663593,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate,15.0,13.0,0.8176190476190452,0
Single,1st phase—general contingent,0.2857142857142857,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,Yes,Yes,Female,Yes,0.05882352941176472,No,0.0,0.5,0.5,0.47619047619047616,0.4375,0.0,0.0,0.5,0.75,0.3333333333333333,0.39919354838709664,0.0,0.0,0.7555555555555555,0.5785997357992074,Enrolled,12.0,9.0,-0.5999999999999996,0
Single,2nd phase—general contingent,0.5714285714285714,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Skilled Industry Workers,Machine Operators,Yes,No,No,Yes,Female,No,0.23529411764705888,No,0.0,0.5,0.5625,0.5714285714285714,0.4140625,0.0,0.0,0.5,0.5625,0.5,0.6203917050691244,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Graduate,12.0,12.0,1.9107142857142865,0
Single,1st phase—general contingent,0.2857142857142857,Veterinary Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Technicians & Professionals,Technicians & Professionals,Yes,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.375,0.5625,0.47619047619047616,0.5486111111111109,0.0,0.0,0.375,0.4375,0.3333333333333333,0.5927419354838709,0.0,0.2093023255813954,0.0,0.12417437252311753,Enrolled,10.0,9.0,0.3333333333333339,0
Single,1st phase—general contingent,0.2857142857142857,Management,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,0.17647058823529416,No,0.0,0.375,0.375,0.47619047619047616,0.47916666666666674,0.0,0.0,0.375,0.375,0.41666666666666663,0.5282258064516129,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Graduate,10.0,10.0,0.3333333333333339,0
Single,2nd phase—general contingent,0.5714285714285714,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Legislative/Executive Officers,Armed Forces,Yes,No,No,Yes,Male,No,0.11764705882352944,No,0.0,0.625,0.5625,0.5714285714285714,0.5763888888888886,0.0,0.0,0.625,0.4375,0.5,0.6620967741935485,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Enrolled,14.0,12.0,0.7833333333333368,0
Single,Technological specialization diploma holders,0.2857142857142857,Agronomy,Daytime,Technological specialization course,Portuguese,Master’s Degree,Doctorate,Administrative Staff,Scientific Specialists,No,No,No,Yes,Male,No,0.23529411764705888,No,0.0,0.5,0.9375,0.47619047619047616,0.4642857142857144,0.0,0.0,0.5,1.0,0.41666666666666663,0.3577188940092165,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Enrolled,12.0,10.0,-1.2857142857142865,0
Single,Change in institution/course,0.2857142857142857,Communication Design,Daytime,Secondary education,Portuguese,Basic Edu 1st Cycle,Higher Education Degree,Other Armed Forces,Finance/Admin Specialists,Yes,No,No,Yes,Male,No,0.17647058823529416,No,0.0,0.5,0.4375,0.5714285714285714,0.5659722222222223,0.0,0.0,0.5,0.5625,0.3333333333333333,0.6314516129032258,0.0,0.15116279069767458,0.4888888888888888,1.0,Graduate,12.0,10.0,0.5666666666666664,0
Single,1st phase—general contingent,0.2857142857142857,Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Farmers/Ag Workers,No,No,No,No,Male,No,0.05882352941176472,No,0.0,0.375,0.5625,0.2857142857142857,0.4097222222222223,0.0,0.0,0.375,0.5,0.16666666666666666,0.6411290322580644,0.0,0.15116279069767458,0.4888888888888888,1.0,Enrolled,10.0,5.0,2.166666666666666,0
Single,3rd phase—general contingent,0.2857142857142857,Social Service (evening attendance),Evening,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Service/Sales/Security,Yes,No,No,Yes,Female,No,0.11764705882352944,No,0.0,0.5,0.375,0.5714285714285714,0.5486111111111109,0.0,0.0,0.5,0.5,0.5,0.7258064516129031,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Graduate,12.0,12.0,1.708333333333334,0
Single,1st phase—general contingent,0.2857142857142857,Management (evening attendance),Evening,Secondary education,Portuguese,Bachelor’s Degree,Basic Edu 1st Cycle,Technicians & Professionals,Unskilled Workers,No,No,No,Yes,Male,No,1.0,No,0.0,0.375,0.375,0.47619047619047616,0.5208333333333333,0.0,0.0,0.375,0.5625,0.41666666666666663,0.634216589861751,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Graduate,10.0,10.0,1.0285714285714285,0
Single,Over 23 years old,0.2857142857142857,Biofuel Production Technologies,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Farmers/Ag Workers,No,No,Yes,No,Male,No,1.0,No,0.0,0.625,0.4375,0.0,0.0,0.0,0.0,0.625,0.4375,0.08333333333333333,0.30241935483870963,0.0,0.15116279069767458,0.4888888888888888,1.0,Dropout,14.0,1.0,2.6000000000000005,1
Single,Over 23 years old,0.2857142857142857,Informatics Engineering,Daytime,11th year—not completed,Portuguese,2nd cycle general high school,Basic Edu 1st Cycle,Student,Student,Yes,No,No,Yes,Male,No,1.0,No,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,Dropout,10.0,0.0,-0.5250000000000004,1
Single,Change in course,0.2857142857142857,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Farmers/Ag Workers,Farmers/Ag Workers,No,No,No,Yes,Female,No,1.0,No,0.0,0.375,0.625,0.09523809523809523,0.27083333333333326,0.0,0.0,0.375,0.5,0.16666666666666666,0.4959677419354839,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Dropout,10.0,3.0,2.0,0
Divorced,Over 23 years old,0.2857142857142857,Management (evening attendance),Evening,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Technicians & Professionals,Yes,No,No,Yes,Female,No,1.0,No,0.0,0.375,0.5,0.47619047619047616,0.375,0.0,0.0,0.375,0.3125,0.41666666666666663,0.45725806451612894,0.0,0.0,0.7555555555555555,0.5785997357992074,Graduate,10.0,10.0,0.5999999999999996,0
Single,Technological specialization diploma holders,0.2857142857142857,Equiniculture,Daytime,Technological specialization course,Spanish,Master’s Degree,Master’s Degree,Technicians & Professionals,Farmers/Ag Workers,No,No,Yes,No,Female,No,0.17647058823529416,Yes,0.0,0.5,0.8125,0.2857142857142857,0.4444444444444444,0.0,0.0,0.5,0.6875,0.25,0.4959677419354839,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Dropout,12.0,6.0,0.3333333333333339,0
Single,1st phase—general contingent,1.0,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,No,No,Yes,Yes,Female,No,0.05882352941176472,No,0.0,0.5,0.375,0.38095238095238093,0.5572916666666665,0.0,0.0,0.375,0.3125,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,Dropout,11.0,4.0,-5.875000000000001,0
Single,1st phase—general contingent,0.5714285714285714,Management,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Scientific Specialists,Skilled Industry Workers,Yes,No,No,Yes,Female,No,0.2941176470588236,No,0.0,0.375,0.3125,0.47619047619047616,0.7708333333333333,0.0,0.0,0.375,0.3125,0.41666666666666663,0.8637096774193548,0.0,0.15116279069767458,0.4888888888888888,1.0,Graduate,10.0,10.0,1.0,0
Single,1st phase—general contingent,1.0,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Higher Education Degree,Scientific Specialists,Scientific Specialists,Yes,Yes,No,Yes,Female,No,0.2941176470588236,No,0.0,0.625,0.5625,0.47619047619047616,0.6799999999999999,0.0,0.0,0.75,0.5625,0.5833333333333333,0.722695852534562,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate,15.0,12.0,0.4148571428571408,0
Single,2nd phase—general contingent,0.2857142857142857,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Service/Sales/Security,Service/Sales/Security,No,No,No,No,Female,No,0.17647058823529416,No,0.0,0.5,0.4375,0.38095238095238093,0.5833333333333333,0.0,0.0,0.5,0.4375,0.41666666666666663,0.6701612903225805,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Dropout,12.0,9.0,0.8000000000000007,0
Single,Over 23 years old,0.2857142857142857,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,No,0.7058823529411764,No,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Dropout,10.0,0.0,-0.5250000000000004,1
Single,2nd phase—general contingent,0.2857142857142857,Management (evening attendance),Evening,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Administrative Staff,Service/Sales/Security,No,No,No,Yes,Female,No,0.4117647058823528,No,0.0,0.375,0.5625,0.19047619047619047,0.42708333333333326,0.0,0.0,0.375,0.6875,0.25,0.7217741935483871,0.0,0.0,0.7555555555555555,0.5785997357992074,Enrolled,10.0,5.0,2.833333333333334,0
Single,2nd phase—general contingent,0.5714285714285714,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.5,0.375,0.5714285714285714,0.4444444444444444,0.0,0.0,0.5,0.5,0.41666666666666663,0.6120967741935482,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate,12.0,11.0,1.5333333333333332,0
Single,2nd phase—general contingent,1.0,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,0.2941176470588236,No,0.0,0.625,0.5,0.5714285714285714,0.6371527777777777,0.0,0.0,0.75,0.5625,0.5833333333333333,0.6673963133640554,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate,15.0,13.0,0.2547619047619065,0
Single,Technological specialization diploma holders,0.2857142857142857,Social Service (evening attendance),Evening,Technological specialization course,Portuguese,Secondary Education,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,Yes,0.23529411764705888,No,0.0,0.5,0.375,0.5714285714285714,0.42708333333333326,0.0,0.0,0.5,0.4375,0.5,0.6203917050691244,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Graduate,12.0,12.0,1.7857142857142865,0
Single,1st phase—general contingent,0.2857142857142857,Social Service,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,Yes,0.11764705882352944,No,0.0,0.5,0.4375,0.47619047619047616,0.5138888888888888,0.0,0.0,0.5,0.4375,0.5,0.5766129032258064,0.0,0.5930232558139535,1.0,0.3117569352708058,Graduate,12.0,11.0,0.5,0
Single,Over 23 years old,0.2857142857142857,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,No,No,No,Yes,Female,Yes,0.4117647058823528,No,0.0,0.5,0.375,0.5714285714285714,0.6527777777777777,0.0,0.0,0.5,0.375,0.5,0.7056451612903224,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Graduate,12.0,12.0,0.5,0
Single,1st phase—general contingent,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Farmers/Ag Workers,Farmers/Ag Workers,Yes,No,No,Yes,Female,Yes,0.11764705882352944,No,0.0,0.75,0.625,0.5714285714285714,0.4618055555555556,0.0,0.0,0.75,0.625,0.5,0.4798387096774194,0.0,0.2093023255813954,0.0,0.12417437252311753,Enrolled,16.0,12.0,0.0,0
Single,1st phase—general contingent,0.2857142857142857,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,0.17647058823529416,No,0.0,0.5,0.6875,0.38095238095238093,0.6875,0.0,0.0,0.5,0.75,0.25,0.39919354838709664,0.0,0.2093023255813954,0.0,0.12417437252311753,Enrolled,12.0,7.0,-3.0,0
Single,1st phase—general contingent,0.8571428571428571,Equiniculture,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Other Situation,Other Situation,No,No,No,Yes,Female,No,0.11764705882352944,No,0.0,0.375,0.4375,0.47619047619047616,0.7619047619047619,0.0,0.0,0.375,0.3125,0.41666666666666663,0.8637096774193548,0.0,0.0,0.7555555555555555,0.5785997357992074,Graduate,10.0,10.0,1.0857142857142872,0
Single,Over 23 years old,0.2857142857142857,Management (evening attendance),Evening,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,No,0.588235294117647,No,0.0,0.375,0.75,0.47619047619047616,0.33333333333333326,0.0,0.0,0.375,0.625,0.41666666666666663,0.39919354838709664,0.0,0.2093023255813954,0.0,0.12417437252311753,Dropout,10.0,10.0,0.40000000000000036,0
Single,1st phase—general contingent,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.625,0.5625,0.6666666666666666,0.5879629629629628,0.0,0.0,0.75,0.625,0.6666666666666666,0.6503225806451612,0.0,0.9186046511627907,0.7999999999999999,0.0,Graduate,15.0,15.0,0.5505555555555564,0
Married,Holders of other higher courses,0.2857142857142857,Tourism,Daytime,Higher education—degree,Portuguese,Secondary Education,Higher Education Degree,Administrative Staff,Technicians & Professionals,No,No,No,Yes,Female,No,1.0,No,0.0,0.5,0.625,0.0,0.0,0.0,0.0,0.5,0.375,0.0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Dropout,12.0,0.0,-0.5250000000000004,1
Single,Over 23 years old,0.2857142857142857,Equiniculture,Daytime,Higher education—degree (1st cycle),Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,Yes,No,No,Yes,Female,No,0.588235294117647,No,0.0,0.5,0.5625,0.47619047619047616,0.5833333333333333,0.0,0.0,1.0,0.8125,0.8333333333333333,0.5830645161290323,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Dropout,16.0,15.0,-0.09999999999999964,0
Single,2nd phase—general contingent,0.2857142857142857,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Skilled Industry Workers,Armed Forces,Yes,No,No,Yes,Female,No,0.05882352941176472,No,0.0,0.75,0.5,0.7619047619047619,0.7848958333333333,0.0,0.0,0.75,0.5,0.6666666666666666,0.7799999999999999,0.0,0.2093023255813954,0.0,0.12417437252311753,Graduate,16.0,16.0,0.0,0
