Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,Total_Enrolled_Units,Total_Approved_Units,Grade_Improvement,Failure_Flag
Single,1st phase—general contingent,-0.6191763250376455,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Service/Sales/Security,Skilled Industry Workers,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0.0,-0.09254627208812184,-0.5817253447705187,0.5195687010955878,0.21338513164510148,0.0,0.0,-0.12298238836154035,-0.2637218927208684,0.2035930169935292,0.9939607438067385,0.0,0.8762220667652447,-1.1052215545807416,0.347199421388147,Graduate,12.0,11.0,1.8666666666666654,0
Single,1st phase—general contingent,-0.6191763250376455,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0.0,1.1750224824563091,-0.03717330810848436,0.8864011194880042,0.5949985051393687,0.0,0.0,1.1379077300891045,0.007984128098209756,0.8895758861324269,0.619811583450452,0.0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,Graduate,16.0,14.0,0.0,0
Single,1st phase—general contingent,0.46933393205217905,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Administrative Staff,Unskilled Workers,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0.0,-0.09254627208812184,-0.5817253447705187,-1.6814258092589098,-1.9236497599227986,0.0,0.0,-0.12298238836154035,-2.1656640384544152,-1.511364155853715,-1.78640131376842,0.0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,Dropout,12.0,0.0,-0.5250000000000004,1
Single,Short cycle diploma holders,-0.6191763250376455,Tourism,Daytime,Professional higher technical course,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.26936554779295835,No,0.0,-0.09254627208812184,-0.30944932643950157,0.5195687010955878,-0.5498416153434345,0.0,0.0,-0.12298238836154035,0.007984128098209756,0.2035930169935292,-0.2206684144513509,0.0,-1.0009723271182625,0.12438647318417584,1.545606837207885,Graduate,12.0,11.0,0.4285714285714288,0
Single,1st phase—general contingent,-0.6191763250376455,Veterinary Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0.0,-0.7263306493603373,-0.30944932643950157,-0.21409613568924468,0.6104693175783258,0.0,0.0,-0.7534274475868629,-0.8071339343590247,0.2035930169935292,0.1589031975043021,0.0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,Graduate,10.0,9.0,-1.25,0
Single,1st phase—general contingent,-0.6191763250376455,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Technicians & Professionals,Yes,No,No,Yes,Female,No,-0.4542357282825717,No,0.0,-0.09254627208812184,-0.5817253447705187,0.1527362827031716,0.588810180163786,0.0,0.0,-0.12298238836154035,-0.2637218927208684,-1.511364155853715,-1.78640131376842,0.0,1.476924272807967,1.1370048489905784,-1.7896667428492534,Dropout,12.0,5.0,-6.325,0
Single,3rd phase—general contingent,-0.6191763250376455,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Service/Sales/Security,Machine Operators,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0.0,-0.09254627208812184,0.50737872855355,-1.3145933908664935,0.06899088221483775,0.0,0.0,-0.12298238836154035,1.6382202530126786,-0.8253812867148174,-0.2206684144513509,0.0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,Enrolled,12.0,3.0,-1.0,0
Single,2nd phase—general contingent,0.46933393205217905,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Service/Sales/Security,Administrative Staff,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0.0,0.5412381051840937,-0.03717330810848436,0.8864011194880042,0.6348358471696829,0.0,0.0,1.1379077300891045,0.007984128098209756,1.2325673207018757,1.124912949931439,0.0,1.476924272807967,1.1370048489905784,-1.7896667428492534,Graduate,15.0,15.0,1.2387499999999996,0
Single,1st phase—general contingent,-0.6191763250376455,Equiniculture,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Technicians & Professionals,Service/Sales/Security,Yes,No,No,Yes,Female,No,-0.4542357282825717,No,0.0,-0.7263306493603373,-0.03717330810848436,-0.21409613568924468,0.285582256360233,0.0,0.0,-0.7534274475868629,0.007984128098209756,-0.13939841757591964,0.2537961004932154,0.0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,Graduate,10.0,8.0,-0.25,0
Single,1st phase—general contingent,-0.6191763250376455,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0.0,0.5412381051840937,-0.30944932643950157,0.5195687010955878,-0.075403367215426,0.0,0.0,0.5074626708637822,0.007984128098209756,0.546584451562978,0.7282606154377816,0.0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,Enrolled,14.0,12.0,1.833333333333334,0
Single,1st phase—general contingent,1.5578441891420036,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Machine Operators,No,No,No,Yes,Female,Yes,-0.26936554779295835,No,0.0,-2.6276837811769838,-2.215381454756622,-1.6814258092589098,-1.9236497599227986,0.0,0.0,-2.6447626252628305,-2.1656640384544152,-1.511364155853715,-1.78640131376842,0.0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,Graduate,4.0,0.0,-0.5250000000000004,1
Single,3rd phase—general contingent,2.102099317686916,Oral Hygiene,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,No,-0.4542357282825717,No,0.0,0.5412381051840937,1.596482801877619,0.8864011194880042,-0.17467441369873188,0.0,0.0,1.1379077300891045,0.2796901489172879,1.2325673207018757,-0.05935047937019811,0.0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,Enrolled,15.0,15.0,-0.01249999999999929,0
Single,1st phase—general contingent,2.102099317686916,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Legislative/Executive Officers,Legislative/Executive Officers,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0.0,1.1750224824563091,1.0519307652155845,0.8864011194880042,0.4402903807498012,0.0,0.0,1.1379077300891045,1.0948082113745223,0.8895758861324269,0.4842502934662906,0.0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,Graduate,16.0,14.0,0.0,0
Single,1st phase—general contingent,2.102099317686916,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.6391059087721851,No,0.0,-0.09254627208812184,-0.03717330810848436,0.5195687010955878,0.6646171611146746,0.0,0.0,-0.12298238836154035,-0.2637218927208684,0.546584451562978,0.26735222949163184,0.0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,Graduate,12.0,12.0,-1.0892857142857135,0
Single,1st phase—general contingent,-0.6191763250376455,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Technicians & Professionals,Skilled Industry Workers,No,No,No,Yes,Female,No,-0.6391059087721851,No,0.0,0.5412381051840937,-0.03717330810848436,0.5195687010955878,0.6306845124985635,0.0,0.0,1.1379077300891045,0.2796901489172879,0.8895758861324269,0.9614260342105397,0.0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,Graduate,15.0,13.0,0.8176190476190452,0
Single,1st phase—general contingent,-0.6191763250376455,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,Yes,Yes,Female,Yes,-0.8239760892617984,No,0.0,-0.09254627208812184,-0.03717330810848436,0.1527362827031716,-0.10428221710147859,0.0,0.0,-0.12298238836154035,1.0948082113745223,-0.13939841757591964,-0.2206684144513509,0.0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,Enrolled,12.0,9.0,-0.5999999999999996,0
Single,2nd phase—general contingent,0.46933393205217905,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Skilled Industry Workers,Machine Operators,Yes,No,No,Yes,Female,No,-0.26936554779295835,No,0.0,-0.09254627208812184,0.23510271022253285,0.5195687010955878,-0.2017483354669063,0.0,0.0,-0.12298238836154035,0.2796901489172879,0.546584451562978,0.6469238414472849,0.0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,Graduate,12.0,12.0,1.9107142857142865,0
Single,1st phase—general contingent,-0.6191763250376455,Veterinary Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Technicians & Professionals,Technicians & Professionals,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0.0,-0.7263306493603373,0.23510271022253285,0.1527362827031716,0.35777938107536444,0.0,0.0,-0.7534274475868629,-0.2637218927208684,-0.13939841757591964,0.5384748094599552,0.0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,Enrolled,10.0,9.0,0.3333333333333339,0
Single,1st phase—general contingent,-0.6191763250376455,Management,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,-0.4542357282825717,No,0.0,-0.7263306493603373,-0.5817253447705187,0.1527362827031716,0.06899088221483775,0.0,0.0,-0.7534274475868629,-0.5354279135399466,0.2035930169935292,0.2854270681561867,0.0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,Graduate,10.0,10.0,0.3333333333333339,0
Single,2nd phase—general contingent,0.46933393205217905,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Legislative/Executive Officers,Armed Forces,Yes,No,No,Yes,Male,No,-0.6391059087721851,No,0.0,0.5412381051840937,0.23510271022253285,0.5195687010955878,0.4732947806195748,0.0,0.0,0.5074626708637822,-0.2637218927208684,0.546584451562978,0.8105011313615071,0.0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,Enrolled,14.0,12.0,0.7833333333333368,0
Single,Technological specialization diploma holders,-0.6191763250376455,Agronomy,Daytime,Technological specialization course,Portuguese,Master’s Degree,Doctorate,Administrative Staff,Scientific Specialists,No,No,No,Yes,Male,No,-0.26936554779295835,No,0.0,-0.09254627208812184,1.868758820208636,0.1527362827031716,0.007107632459010755,0.0,0.0,-0.12298238836154035,2.181632294650835,0.2035930169935292,-0.38334196243234514,0.0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,Enrolled,12.0,10.0,-1.2857142857142865,0
Single,Change in institution/course,-0.6191763250376455,Communication Design,Daytime,Secondary education,Portuguese,Basic Edu 1st Cycle,Higher Education Degree,Other Armed Forces,Finance/Admin Specialists,Yes,No,No,Yes,Male,No,-0.4542357282825717,No,0.0,-0.09254627208812184,-0.30944932643950157,0.5195687010955878,0.42997650579049673,0.0,0.0,-0.12298238836154035,0.2796901489172879,-0.13939841757591964,0.6903034542422165,0.0,-1.0009723271182625,0.12438647318417584,1.545606837207885,Graduate,12.0,10.0,0.5666666666666664,0
Single,1st phase—general contingent,-0.6191763250376455,Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Farmers/Ag Workers,No,No,No,No,Male,No,-0.8239760892617984,No,0.0,-0.7263306493603373,0.23510271022253285,-0.580928554081661,-0.21979761664568898,0.0,0.0,-0.7534274475868629,0.007984128098209756,-0.8253812867148174,0.7282606154377816,0.0,-1.0009723271182625,0.12438647318417584,1.545606837207885,Enrolled,10.0,5.0,2.166666666666666,0
Single,3rd phase—general contingent,-0.6191763250376455,Social Service (evening attendance),Evening,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Service/Sales/Security,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0.0,-0.09254627208812184,-0.5817253447705187,0.5195687010955878,0.35777938107536444,0.0,0.0,-0.12298238836154035,0.007984128098209756,0.546584451562978,1.060385775898978,0.0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,Graduate,12.0,12.0,1.708333333333334,0
Single,1st phase—general contingent,-0.6191763250376455,Management (evening attendance),Evening,Secondary education,Portuguese,Bachelor’s Degree,Basic Edu 1st Cycle,Technicians & Professionals,Unskilled Workers,No,No,No,Yes,Male,No,2.1339467985720155,No,0.0,-0.7263306493603373,-0.5817253447705187,0.1527362827031716,0.24226398153115408,0.0,0.0,-0.7534274475868629,0.2796901489172879,0.2035930169935292,0.7011483574409494,0.0,0.8762220667652447,-1.1052215545807416,0.347199421388147,Graduate,10.0,10.0,1.0285714285714285,0
Single,Over 23 years old,-0.6191763250376455,Biofuel Production Technologies,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Farmers/Ag Workers,No,No,Yes,No,Male,No,2.1339467985720155,No,0.0,0.5412381051840937,-0.30944932643950157,-1.6814258092589098,-1.9236497599227986,0.0,0.0,0.5074626708637822,-0.2637218927208684,-1.168372721284266,-0.6002400264070039,0.0,-1.0009723271182625,0.12438647318417584,1.545606837207885,Dropout,14.0,1.0,2.6000000000000005,1
Single,Over 23 years old,-0.6191763250376455,Informatics Engineering,Daytime,11th year—not completed,Portuguese,2nd cycle general high school,Basic Edu 1st Cycle,Student,Student,Yes,No,No,Yes,Male,No,2.1339467985720155,No,0.0,-0.7263306493603373,-2.215381454756622,-1.6814258092589098,-1.9236497599227986,0.0,0.0,-0.7534274475868629,-2.1656640384544152,-1.511364155853715,-1.78640131376842,0.0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,Dropout,10.0,0.0,-0.5250000000000004,1
Single,Change in course,-0.6191763250376455,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Farmers/Ag Workers,Farmers/Ag Workers,No,No,No,Yes,Female,No,2.1339467985720155,No,0.0,-0.7263306493603373,0.50737872855355,-1.3145933908664935,-0.7973746143667432,0.0,0.0,-0.7534274475868629,0.007984128098209756,-0.8253812867148174,0.1589031975043021,0.0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,Dropout,10.0,3.0,2.0,0
Divorced,Over 23 years old,-0.6191763250376455,Management (evening attendance),Evening,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Technicians & Professionals,Yes,No,No,Yes,Female,No,2.1339467985720155,No,0.0,-0.7263306493603373,-0.03717330810848436,0.1527362827031716,-0.3641918660759527,0.0,0.0,-0.7534274475868629,-0.8071339343590247,0.2035930169935292,0.007074552722040762,0.0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,Graduate,10.0,10.0,0.5999999999999996,0
Single,Technological specialization diploma holders,-0.6191763250376455,Equiniculture,Daytime,Technological specialization course,Spanish,Master’s Degree,Master’s Degree,Technicians & Professionals,Farmers/Ag Workers,No,No,Yes,No,Female,No,-0.4542357282825717,Yes,0.0,-0.09254627208812184,1.3242067835466016,-0.580928554081661,-0.075403367215426,0.0,0.0,-0.12298238836154035,0.8231021905554442,-0.4823898521453685,0.1589031975043021,0.0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,Dropout,12.0,6.0,0.3333333333333339,0
Single,1st phase—general contingent,2.102099317686916,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,No,No,Yes,Yes,Female,No,-0.8239760892617984,No,0.0,-0.09254627208812184,-0.5817253447705187,-0.21409613568924468,0.3938779434329306,0.0,0.0,-0.7534274475868629,-0.8071339343590247,-1.511364155853715,-1.78640131376842,0.0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,Dropout,11.0,4.0,-5.875000000000001,0
Single,1st phase—general contingent,0.46933393205217905,Management,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Scientific Specialists,Skilled Industry Workers,Yes,No,No,Yes,Female,No,-0.08449536730334498,No,0.0,-0.7263306493603373,-0.854001363101536,0.1527362827031716,1.2819025774290513,0.0,0.0,-0.7534274475868629,-0.8071339343590247,0.2035930169935292,1.601275322935784,0.0,-1.0009723271182625,0.12438647318417584,1.545606837207885,Graduate,10.0,10.0,1.0,0
Single,1st phase—general contingent,2.102099317686916,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Higher Education Degree,Scientific Specialists,Scientific Specialists,Yes,Yes,No,Yes,Female,No,-0.08449536730334498,No,0.0,0.5412381051840937,0.23510271022253285,0.1527362827031716,0.9041672209194821,0.0,0.0,1.1379077300891045,0.2796901489172879,0.8895758861324269,1.0481852598004031,0.0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,Graduate,15.0,12.0,0.4148571428571408,0
Single,2nd phase—general contingent,-0.6191763250376455,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Service/Sales/Security,Service/Sales/Security,No,No,No,No,Female,No,-0.4542357282825717,No,0.0,-0.09254627208812184,-0.30944932643950157,-0.21409613568924468,0.5021736305056282,0.0,0.0,-0.12298238836154035,-0.2637218927208684,0.2035930169935292,0.8421320990244778,0.0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,Dropout,12.0,9.0,0.8000000000000007,0
Single,Over 23 years old,-0.6191763250376455,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,No,1.2095958961239486,No,0.0,-0.7263306493603373,-2.215381454756622,-1.6814258092589098,-1.9236497599227986,0.0,0.0,-0.7534274475868629,-2.1656640384544152,-1.511364155853715,-1.78640131376842,0.0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,Dropout,10.0,0.0,-0.5250000000000004,1
Single,2nd phase—general contingent,-0.6191763250376455,Management (evening attendance),Evening,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Administrative Staff,Service/Sales/Security,No,No,No,Yes,Female,No,0.28524499367588174,No,0.0,-0.7263306493603373,0.23510271022253285,-0.9477609724740772,-0.1476004919305575,0.0,0.0,-0.7534274475868629,0.8231021905554442,-0.4823898521453685,1.0445702920674926,0.0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,Enrolled,10.0,5.0,2.833333333333334,0
Single,2nd phase—general contingent,0.46933393205217905,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0.0,-0.09254627208812184,-0.5817253447705187,0.5195687010955878,-0.075403367215426,0.0,0.0,-0.12298238836154035,0.007984128098209756,0.2035930169935292,0.6143891318510855,0.0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,Graduate,12.0,11.0,1.5333333333333332,0
Single,2nd phase—general contingent,2.102099317686916,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.08449536730334498,No,0.0,0.5412381051840937,-0.03717330810848436,0.5195687010955878,0.7259847171225362,0.0,0.0,1.1379077300891045,0.2796901489172879,0.8895758861324269,0.831287195825745,0.0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,Graduate,15.0,13.0,0.2547619047619065,0
Single,Technological specialization diploma holders,-0.6191763250376455,Social Service (evening attendance),Evening,Technological specialization course,Portuguese,Secondary Education,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,Yes,-0.26936554779295835,No,0.0,-0.09254627208812184,-0.5817253447705187,0.5195687010955878,-0.1476004919305575,0.0,0.0,-0.12298238836154035,-0.2637218927208684,0.546584451562978,0.6469238414472849,0.0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,Graduate,12.0,12.0,1.7857142857142865,0
Single,1st phase—general contingent,-0.6191763250376455,Social Service,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,Yes,-0.6391059087721851,No,0.0,-0.09254627208812184,-0.30944932643950157,0.1527362827031716,0.21338513164510148,0.0,0.0,-0.12298238836154035,-0.2637218927208684,0.546584451562978,0.4752128741340132,0.0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,Graduate,12.0,11.0,0.5,0
Single,Over 23 years old,-0.6191763250376455,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,No,No,No,Yes,Female,Yes,0.28524499367588174,No,0.0,-0.09254627208812184,-0.5817253447705187,0.5195687010955878,0.790962129366155,0.0,0.0,-0.12298238836154035,-0.5354279135399466,0.546584451562978,0.9813083567415501,0.0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,Graduate,12.0,12.0,0.5,0
